b0949  	9 	14 	7 	29 	12 	20 	0 	0 	2 	8 	11 	2 	0 	5 	8 	14 	42 	5 	2 	9 	10 	14 	4 	3 	12 	1 	12 	15 	2 	0 	24 	25 	27 	2 	10 	2 	8 	0 	1 	0 	20 	4 	16 	6 	7 	12 	18 	6 	1 	9 	6 	13 	3 	22 	18 	12 	15 	5 	1 	12 	4 	7 	46 	2 	636
b0040  	17 	18 	4 	13 	24 	11 	4 	0 	2 	8 	8 	4 	2 	1 	5 	19 	34 	0 	6 	2 	5 	4 	7 	4 	16 	2 	7 	13 	3 	0 	4 	7 	7 	0 	5 	8 	6 	0 	6 	1 	14 	11 	3 	4 	3 	4 	7 	10 	3 	3 	7 	20 	11 	8 	16 	27 	6 	9 	0 	8 	5 	23 	14 	2 	505
b0632  	10 	15 	2 	24 	17 	17 	0 	0 	1 	3 	7 	1 	0 	4 	6 	8 	21 	1 	7 	3 	4 	4 	3 	1 	11 	0 	3 	16 	1 	1 	13 	9 	17 	0 	3 	1 	1 	0 	3 	1 	15 	8 	3 	4 	4 	8 	7 	12 	0 	7 	5 	12 	6 	7 	5 	9 	10 	9 	0 	5 	4 	5 	13 	7 	404
b0753  	7 	6 	2 	6 	2 	6 	0 	0 	1 	0 	3 	3 	0 	1 	9 	0 	4 	1 	3 	1 	1 	2 	0 	1 	1 	0 	0 	6 	1 	0 	3 	1 	9 	0 	1 	1 	1 	0 	2 	1 	5 	0 	1 	1 	1 	4 	1 	1 	1 	3 	3 	8 	3 	3 	0 	0 	0 	2 	0 	0 	0 	0 	2 	2 	127
b0856  	7 	10 	3 	8 	15 	3 	3 	0 	3 	5 	3 	2 	0 	2 	7 	13 	33 	4 	3 	4 	1 	6 	2 	3 	15 	0 	9 	5 	1 	1 	5 	5 	5 	0 	2 	1 	5 	0 	5 	0 	5 	2 	4 	10 	4 	4 	2 	13 	0 	2 	2 	5 	2 	11 	15 	4 	4 	7 	1 	6 	1 	10 	5 	0 	318
b1237  	2 	4 	1 	11 	4 	5 	0 	0 	0 	1 	4 	1 	1 	0 	1 	2 	8 	0 	5 	0 	1 	4 	0 	1 	2 	0 	2 	2 	1 	0 	3 	3 	2 	0 	4 	0 	0 	0 	0 	1 	4 	1 	2 	0 	1 	4 	7 	0 	0 	4 	1 	1 	0 	2 	0 	1 	6 	8 	0 	0 	1 	1 	17 	1 	138
b2028  	8 	10 	9 	15 	13 	11 	5 	0 	4 	5 	3 	2 	0 	4 	13 	18 	11 	1 	5 	1 	2 	7 	2 	3 	7 	1 	10 	11 	2 	1 	6 	8 	19 	2 	4 	0 	2 	0 	0 	1 	6 	8 	6 	2 	6 	7 	11 	10 	10 	10 	5 	8 	5 	9 	8 	7 	9 	5 	0 	3 	5 	0 	17 	6 	389
b4527  	2 	2 	1 	4 	1 	3 	0 	0 	0 	1 	2 	2 	0 	0 	0 	0 	1 	0 	2 	1 	2 	1 	0 	0 	0 	1 	1 	1 	0 	1 	1 	1 	1 	0 	0 	1 	0 	0 	1 	1 	2 	0 	1 	0 	0 	1 	0 	1 	0 	0 	1 	1 	0 	1 	2 	2 	0 	0 	0 	1 	1 	1 	2 	0 	52
b0133  	7 	9 	4 	13 	5 	7 	0 	0 	4 	1 	3 	1 	0 	2 	1 	15 	21 	2 	3 	2 	1 	4 	3 	2 	6 	0 	2 	8 	0 	0 	7 	12 	13 	3 	2 	2 	2 	0 	1 	1 	7 	3 	5 	4 	3 	9 	6 	2 	0 	1 	3 	12 	8 	7 	6 	7 	8 	4 	0 	3 	1 	1 	14 	1 	284
b0161  	11 	15 	7 	21 	18 	28 	0 	0 	2 	5 	16 	3 	0 	0 	6 	12 	30 	0 	5 	1 	6 	3 	3 	1 	16 	0 	1 	25 	0 	0 	28 	6 	16 	0 	1 	2 	3 	0 	0 	1 	25 	4 	5 	1 	5 	6 	7 	3 	3 	13 	6 	5 	6 	18 	15 	11 	11 	9 	0 	1 	8 	0 	11 	10 	475
b0163  	2 	1 	5 	9 	6 	2 	0 	0 	1 	2 	5 	0 	0 	0 	4 	5 	5 	2 	0 	1 	2 	1 	1 	0 	2 	0 	4 	4 	0 	0 	6 	1 	7 	2 	2 	1 	0 	0 	0 	1 	1 	2 	4 	0 	1 	5 	7 	2 	1 	0 	1 	3 	4 	0 	1 	2 	2 	1 	0 	0 	0 	0 	8 	0 	129
b1080  	14 	11 	1 	5 	7 	10 	1 	1 	1 	7 	11 	6 	0 	0 	15 	10 	14 	2 	3 	0 	8 	10 	6 	2 	8 	1 	3 	10 	1 	0 	23 	8 	9 	3 	7 	1 	5 	0 	9 	0 	13 	0 	1 	3 	3 	6 	7 	5 	5 	3 	7 	6 	6 	14 	16 	2 	11 	7 	1 	5 	5 	0 	5 	2 	366
b1753  	4 	5 	0 	5 	4 	0 	0 	0 	2 	3 	8 	0 	0 	3 	2 	6 	14 	1 	0 	0 	3 	3 	1 	2 	7 	2 	1 	1 	2 	2 	3 	6 	6 	3 	2 	2 	2 	0 	0 	1 	4 	2 	5 	2 	3 	3 	6 	7 	2 	3 	3 	6 	3 	6 	4 	0 	1 	4 	0 	1 	0 	5 	5 	2 	183
b0343  	7 	14 	2 	10 	10 	8 	0 	0 	0 	4 	6 	2 	1 	4 	8 	23 	32 	3 	2 	0 	8 	4 	2 	4 	6 	2 	7 	13 	5 	0 	7 	4 	3 	2 	5 	3 	3 	0 	2 	1 	18 	7 	2 	7 	9 	3 	5 	32 	4 	5 	8 	12 	4 	12 	8 	24 	9 	6 	0 	1 	3 	6 	9 	7 	418
b4320  	14 	2 	1 	5 	2 	10 	0 	0 	7 	1 	6 	3 	1 	1 	13 	13 	8 	0 	5 	0 	8 	6 	4 	3 	5 	1 	13 	4 	2 	3 	5 	2 	9 	0 	5 	2 	7 	0 	3 	1 	16 	3 	0 	9 	4 	2 	2 	7 	4 	6 	7 	6 	5 	9 	17 	3 	8 	5 	0 	3 	2 	4 	2 	2 	301
b3332  	7 	6 	2 	7 	10 	8 	2 	3 	1 	11 	9 	1 	2 	5 	9 	6 	13 	2 	1 	3 	10 	11 	5 	3 	6 	3 	7 	2 	1 	1 	23 	6 	14 	5 	8 	1 	0 	0 	2 	1 	6 	4 	3 	0 	6 	9 	3 	9 	2 	6 	3 	6 	4 	8 	4 	6 	3 	7 	0 	3 	3 	5 	10 	1 	328
b3801  	21 	21 	8 	24 	9 	14 	0 	0 	5 	8 	8 	5 	0 	5 	7 	10 	19 	1 	6 	10 	4 	10 	1 	10 	23 	1 	12 	14 	0 	0 	21 	10 	23 	0 	4 	2 	7 	0 	10 	1 	19 	13 	7 	8 	4 	15 	8 	9 	2 	7 	5 	15 	7 	15 	15 	16 	12 	6 	0 	2 	5 	6 	14 	8 	552
b0861  	8 	8 	0 	7 	7 	2 	0 	0 	0 	1 	4 	0 	0 	1 	2 	9 	30 	2 	1 	1 	9 	0 	2 	0 	8 	1 	7 	5 	2 	1 	7 	3 	2 	2 	0 	0 	3 	0 	3 	1 	2 	7 	3 	3 	2 	0 	2 	6 	1 	7 	2 	3 	1 	8 	9 	4 	2 	0 	0 	7 	2 	4 	6 	3 	223
b0567  	8 	5 	3 	11 	3 	6 	1 	0 	4 	3 	9 	3 	1 	0 	2 	7 	15 	1 	1 	3 	2 	8 	5 	2 	5 	3 	8 	3 	0 	1 	15 	5 	12 	2 	5 	2 	2 	0 	1 	1 	12 	2 	1 	3 	6 	4 	7 	9 	1 	6 	2 	14 	5 	9 	1 	5 	8 	4 	0 	7 	3 	8 	10 	2 	297
b2985  	4 	5 	4 	8 	4 	1 	2 	1 	4 	4 	2 	3 	1 	1 	6 	12 	12 	1 	1 	5 	4 	9 	1 	2 	5 	3 	4 	4 	2 	3 	5 	5 	5 	1 	4 	1 	5 	0 	1 	0 	8 	3 	1 	2 	2 	2 	5 	6 	5 	11 	3 	4 	0 	7 	4 	1 	5 	0 	1 	5 	4 	4 	9 	1 	238
b2091  	2 	7 	3 	13 	6 	3 	3 	1 	5 	2 	11 	3 	0 	8 	6 	17 	15 	1 	3 	2 	8 	5 	4 	3 	6 	4 	6 	10 	6 	1 	8 	3 	13 	3 	1 	2 	3 	0 	5 	0 	11 	1 	10 	3 	11 	2 	6 	13 	2 	7 	3 	7 	5 	11 	10 	2 	8 	9 	1 	4 	4 	3 	11 	1 	347
b2922  	2 	5 	5 	12 	4 	7 	0 	0 	2 	2 	5 	1 	1 	4 	2 	9 	7 	0 	3 	0 	3 	4 	1 	3 	5 	2 	5 	4 	0 	0 	15 	4 	16 	1 	4 	0 	2 	0 	1 	1 	4 	4 	2 	1 	4 	3 	4 	2 	1 	8 	1 	10 	5 	16 	13 	3 	3 	5 	0 	2 	5 	0 	8 	1 	247
b2492  	5 	15 	0 	7 	8 	3 	0 	0 	1 	4 	5 	2 	2 	6 	6 	14 	16 	0 	3 	3 	2 	0 	9 	0 	4 	4 	3 	4 	3 	1 	4 	2 	1 	3 	3 	8 	2 	0 	2 	0 	10 	1 	2 	4 	6 	3 	2 	13 	1 	7 	1 	16 	6 	9 	10 	6 	5 	3 	1 	6 	3 	6 	4 	3 	283
b0363  	12 	13 	4 	12 	8 	5 	4 	0 	6 	4 	4 	2 	2 	3 	7 	14 	10 	5 	6 	1 	4 	4 	4 	1 	9 	4 	11 	10 	5 	0 	7 	12 	7 	3 	6 	7 	3 	0 	6 	1 	13 	4 	3 	1 	7 	9 	10 	14 	2 	6 	7 	10 	7 	12 	8 	6 	10 	4 	0 	9 	5 	12 	11 	3 	399
b2217  	7 	6 	8 	12 	10 	9 	1 	0 	1 	4 	3 	1 	0 	3 	3 	9 	17 	0 	1 	0 	0 	2 	6 	2 	7 	0 	1 	6 	0 	0 	2 	5 	10 	0 	2 	0 	2 	0 	0 	1 	5 	3 	5 	2 	2 	4 	1 	3 	2 	3 	2 	3 	3 	6 	5 	3 	4 	3 	0 	4 	1 	1 	7 	4 	217
b4567  	0 	8 	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 	0 	1 	2 	5 	8 	1 	0 	1 	2 	1 	1 	1 	2 	0 	2 	0 	0 	0 	3 	0 	2 	2 	1 	1 	1 	0 	4 	0 	3 	1 	0 	2 	2 	0 	1 	0 	1 	2 	1 	0 	1 	1 	1 	0 	0 	1 	1 	7 	0 	2 	0 	0 	79
b2451  	17 	6 	0 	10 	14 	6 	1 	0 	4 	9 	8 	1 	0 	6 	4 	15 	28 	2 	4 	4 	8 	10 	1 	1 	18 	6 	3 	14 	3 	0 	15 	13 	12 	5 	7 	2 	7 	0 	4 	0 	18 	5 	6 	6 	2 	11 	5 	8 	2 	8 	4 	16 	10 	22 	25 	7 	6 	4 	1 	8 	3 	3 	15 	5 	468
b0988  	1 	5 	5 	6 	3 	3 	3 	3 	1 	2 	3 	0 	0 	3 	1 	1 	14 	0 	1 	5 	4 	2 	1 	1 	6 	1 	7 	1 	0 	2 	6 	5 	2 	4 	1 	1 	4 	0 	3 	1 	3 	2 	2 	6 	0 	5 	2 	4 	2 	1 	3 	0 	4 	4 	3 	2 	2 	1 	0 	0 	1 	5 	4 	0 	168
b3203  	5 	2 	1 	8 	2 	4 	0 	0 	0 	1 	1 	2 	0 	3 	1 	4 	5 	0 	0 	2 	0 	2 	0 	0 	0 	0 	2 	3 	0 	1 	4 	2 	4 	0 	1 	0 	0 	0 	1 	1 	1 	1 	4 	0 	1 	2 	0 	3 	1 	3 	1 	4 	3 	1 	1 	0 	3 	1 	0 	1 	0 	0 	3 	0 	96
b1512  	4 	9 	1 	9 	9 	4 	3 	0 	2 	2 	4 	4 	0 	4 	7 	18 	13 	1 	1 	1 	5 	8 	5 	1 	2 	1 	5 	9 	2 	3 	13 	5 	9 	4 	3 	2 	8 	0 	3 	1 	14 	2 	3 	4 	9 	6 	6 	7 	2 	10 	1 	4 	9 	16 	6 	0 	5 	5 	0 	4 	5 	1 	12 	2 	318
b2288  	1 	5 	1 	1 	7 	3 	0 	1 	0 	0 	1 	1 	0 	1 	1 	4 	11 	0 	1 	1 	2 	1 	2 	0 	2 	1 	3 	4 	1 	0 	0 	8 	0 	0 	1 	1 	0 	0 	0 	1 	7 	0 	1 	2 	3 	3 	4 	7 	3 	5 	2 	4 	2 	4 	5 	5 	4 	4 	0 	0 	4 	5 	6 	1 	148
b2264  	13 	8 	2 	11 	8 	11 	0 	0 	2 	7 	13 	1 	1 	10 	5 	20 	34 	1 	1 	9 	12 	16 	3 	4 	24 	3 	5 	6 	3 	3 	20 	14 	13 	2 	11 	4 	14 	0 	5 	0 	15 	4 	11 	4 	10 	13 	15 	6 	3 	15 	4 	18 	5 	29 	16 	8 	10 	2 	1 	5 	3 	17 	20 	4 	557
b3947  	17 	18 	3 	22 	21 	21 	0 	0 	1 	14 	27 	1 	0 	7 	10 	32 	63 	3 	8 	15 	10 	24 	4 	5 	19 	6 	9 	14 	4 	1 	20 	29 	25 	3 	5 	13 	4 	0 	4 	1 	28 	6 	19 	6 	9 	17 	18 	11 	7 	15 	6 	35 	5 	30 	18 	16 	12 	14 	0 	9 	12 	9 	44 	5 	834
b3635  	5 	4 	5 	11 	5 	3 	1 	0 	3 	1 	7 	1 	0 	10 	3 	7 	19 	0 	1 	0 	4 	2 	1 	2 	10 	2 	5 	8 	3 	1 	8 	9 	7 	7 	6 	3 	6 	0 	2 	1 	5 	3 	9 	2 	4 	3 	2 	4 	4 	4 	2 	2 	0 	8 	13 	2 	4 	3 	0 	5 	0 	5 	12 	1 	270
b0134  	10 	9 	1 	10 	6 	5 	0 	0 	2 	4 	2 	1 	0 	1 	2 	7 	16 	0 	2 	6 	4 	3 	1 	3 	6 	0 	5 	7 	1 	0 	8 	3 	6 	1 	1 	2 	5 	0 	0 	1 	14 	3 	2 	1 	5 	6 	5 	3 	1 	7 	4 	13 	3 	5 	7 	7 	9 	9 	0 	0 	3 	1 	16 	0 	265
b0299  	2 	7 	7 	6 	6 	5 	2 	3 	1 	4 	10 	2 	0 	4 	5 	3 	15 	0 	0 	5 	7 	4 	4 	2 	3 	2 	5 	3 	5 	0 	12 	7 	7 	13 	0 	6 	0 	1 	5 	0 	8 	8 	2 	2 	1 	4 	9 	8 	5 	9 	1 	8 	4 	5 	8 	4 	4 	4 	0 	1 	1 	9 	11 	0 	289
b3710  	9 	17 	2 	5 	12 	3 	2 	0 	2 	7 	9 	0 	1 	5 	3 	18 	21 	2 	2 	2 	7 	0 	3 	5 	6 	4 	2 	11 	5 	3 	6 	7 	6 	1 	5 	3 	8 	0 	3 	0 	8 	3 	2 	8 	11 	1 	5 	14 	8 	7 	6 	16 	4 	22 	11 	11 	11 	8 	1 	9 	4 	5 	8 	2 	392
b0411  	9 	6 	2 	11 	8 	23 	0 	0 	0 	1 	8 	1 	0 	1 	3 	5 	13 	0 	4 	6 	0 	0 	0 	1 	7 	0 	6 	20 	0 	0 	8 	3 	10 	0 	3 	0 	1 	0 	2 	0 	8 	15 	3 	1 	2 	13 	6 	3 	0 	6 	5 	1 	4 	7 	1 	16 	3 	6 	1 	0 	6 	14 	6 	6 	295
b4028  	1 	2 	3 	5 	4 	6 	1 	1 	3 	3 	11 	1 	0 	1 	2 	8 	8 	1 	3 	1 	10 	6 	3 	3 	8 	3 	2 	4 	0 	0 	11 	6 	7 	3 	5 	0 	1 	0 	4 	1 	9 	4 	5 	1 	2 	6 	3 	0 	1 	8 	2 	7 	7 	13 	7 	4 	3 	2 	0 	7 	3 	6 	3 	1 	246
